PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,service_id
Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,478
No,No,Fiber optic,No,Yes,Unknown,No,No,No,479
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,480
Yes,No,Fiber optic,No,Unknown,No,Yes,No,No,481
Yes,No,Fiber optic,No,Yes,No,Yes,Unknown,Yes,482
Yes,No,DSL,Yes,Yes,No,No,No,Unknown,483
Yes,Yes,DSL,No,No,No,No,Yes,Yes,484
Yes,No,No,No,No,No,No,No,No,485
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,486
Yes,No,No,No,No,No,No,No,No,487
Yes,Yes,DSL,Yes,Yes,No,No,No,No,488
Yes,Yes,DSL,No,No,Yes,No,Yes,No,489
Yes,No,No,No,No,No,No,No,No,490
Yes,Yes,DSL,No,No,No,No,No,No,491
Yes,Yes,No,No,No,No,No,No,No,492
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,493
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,494
Yes,Unknown,Fiber optic,No,No,No,No,No,No,495
Yes,No,Fiber optic,Yes,Yes,No,No,No,No,496
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,497
Yes,No,Fiber optic,No,No,No,No,No,No,498
Yes,No,Fiber optic,No,No,Yes,No,No,No,499
Yes,Yes,DSL,No,No,Unknown,No,No,No,500
Yes,No,Fiber optic,No,No,No,No,No,No,501
Yes,No,Fiber optic,No,Yes,No,No,No,Yes,502
Yes,Yes,Fiber optic,No,No,No,No,Unknown,No,503
No,No,DSL,Yes,No,No,No,No,Yes,504
Yes,Yes,DSL,No,No,No,No,No,No,505
Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,506
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,507
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,508
Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,509
No,No,No,No,No,No,No,No,No,510
Yes,No,No,No,No,No,No,No,No,511
Yes,Yes,No,No,No,No,No,No,No,512
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,513
No,No,DSL,Unknown,Unknown,No,Yes,Yes,No,514
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Unknown,515
Yes,No,Fiber optic,No,No,No,No,No,No,516
Yes,No,DSL,No,No,Yes,No,Yes,No,517
Yes,Unknown,Fiber optic,No,No,No,No,No,No,518
Yes,No,No,No,No,No,No,No,No,519
Yes,No,DSL,No,No,No,No,No,No,520
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,521
Yes,No,Fiber optic,No,No,No,Unknown,No,No,522
Yes,Yes,Fiber optic,Yes,Yes,No,No,Unknown,No,523
Yes,No,Fiber optic,No,No,No,No,No,No,524
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,525
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,526
Yes,No,Fiber optic,No,No,Unknown,No,No,No,527
No,No,Fiber optic,No,No,No,No,Yes,No,528
Yes,No,DSL,Yes,No,No,No,Yes,No,529
Yes,Yes,No,No,No,No,No,No,No,530
Yes,Yes,DSL,No,No,No,No,Yes,No,531
Yes,Yes,No,No,No,No,No,No,No,532
Yes,Yes,DSL,Yes,No,No,No,No,Yes,533
Yes,No,Fiber optic,No,No,Yes,No,Unknown,No,534
Yes,No,Fiber optic,Yes,No,No,No,No,No,535
Yes,Yes,DSL,No,No,No,Yes,No,Yes,536
Yes,No,DSL,Unknown,Yes,No,No,No,No,537
Yes,No,Fiber optic,No,Unknown,No,Yes,No,No,538
Yes,Yes,Fiber optic,No,No,No,No,No,Unknown,539
Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,540
Yes,Unknown,No,No,No,No,No,No,No,541
Yes,No,No,No,No,No,No,No,No,542
Yes,No,Fiber optic,No,No,Unknown,No,No,No,543
Yes,No,No,No,No,No,No,No,No,544
Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,545
Yes,No,Fiber optic,Yes,No,Yes,No,Unknown,No,546
Yes,No,No,No,No,No,No,No,No,547
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,548
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,549
Yes,No,DSL,No,No,No,Yes,No,Unknown,550
No,No,No,No,No,No,No,No,No,551
Yes,No,No,No,No,No,No,No,No,552
Yes,No,DSL,No,No,No,No,Yes,Yes,553
Yes,Yes,Fiber optic,Unknown,Yes,No,Yes,Yes,No,554
Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,555
Yes,Yes,No,No,No,No,No,No,No,556
Yes,Yes,Fiber optic,Yes,Yes,Yes,Unknown,No,Yes,557
Yes,Yes,No,No,No,No,No,No,No,558
Yes,Yes,Fiber optic,No,Yes,No,No,Unknown,No,559
No,No,Fiber optic,No,No,No,Yes,No,No,560
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,561
Yes,No,Fiber optic,No,No,No,No,No,Yes,562
Yes,No,Fiber optic,No,No,Yes,Yes,No,No,563
Yes,Yes,No,No,No,No,No,No,No,564
Yes,No,Fiber optic,No,No,No,No,No,Yes,565
No,No,No,No,No,No,No,No,No,566
Yes,Yes,No,No,No,No,No,No,No,567
No,No,Fiber optic,Yes,No,No,Unknown,No,Unknown,568
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,569
Yes,Yes,No,No,No,No,No,No,No,570
Yes,Yes,DSL,No,No,No,No,No,No,571
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,572
Yes,Yes,No,No,No,No,No,No,No,573
Yes,No,Fiber optic,No,No,No,No,Yes,No,574
Yes,Yes,Fiber optic,No,No,No,No,No,No,575
Yes,Yes,DSL,No,No,No,No,Yes,No,576
Yes,Yes,Fiber optic,No,No,No,No,No,No,577
Yes,No,No,No,No,No,No,No,No,578
No,No,Fiber optic,No,Yes,No,No,No,No,579
No,No,Fiber optic,Unknown,No,No,No,Yes,No,580
No,No,Fiber optic,No,Unknown,No,Yes,No,Yes,581
Yes,Unknown,Fiber optic,No,No,Yes,No,No,No,582
Yes,No,No,No,No,No,No,No,No,583
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,584
No,No,No,No,No,No,No,No,No,585
Yes,No,DSL,No,Yes,Yes,Yes,Yes,Unknown,586
No,No,DSL,No,No,No,No,No,Yes,587
Yes,No,Fiber optic,No,Yes,No,No,No,No,588
Yes,Yes,Fiber optic,No,No,No,No,No,No,589
Yes,No,Fiber optic,No,No,No,Unknown,No,No,590
Yes,No,Fiber optic,No,No,No,Yes,No,No,591
Yes,No,Fiber optic,Yes,No,No,Unknown,Yes,No,592
Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,593
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,594
Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,595
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,596
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,597
Yes,Yes,Fiber optic,No,No,No,No,No,No,598
Yes,No,Fiber optic,No,No,No,No,No,No,599
Yes,Yes,DSL,Yes,No,No,No,No,Yes,600
Yes,Yes,Fiber optic,No,No,No,No,No,No,601
Yes,No,No,No,No,No,No,No,No,602
Yes,Yes,DSL,No,Yes,No,No,No,No,603
Yes,Yes,Fiber optic,No,No,No,No,No,No,604
Yes,No,Fiber optic,No,No,No,No,Yes,No,605
Yes,No,Fiber optic,No,No,No,No,No,No,606
Yes,No,Fiber optic,No,No,Unknown,Unknown,Yes,No,607
Yes,Yes,DSL,No,No,No,No,No,Yes,608
Yes,Yes,Fiber optic,No,Yes,No,Unknown,No,No,609
Yes,No,Fiber optic,No,No,No,No,No,No,610
Yes,Unknown,Fiber optic,No,No,No,No,No,Unknown,611
Yes,Yes,No,No,No,No,No,No,No,612
No,No,DSL,No,No,No,No,No,No,613
Yes,No,Fiber optic,No,Yes,No,No,No,No,614
Yes,Yes,DSL,No,No,Yes,Yes,Unknown,No,615
Yes,Yes,Fiber optic,No,No,No,Unknown,Unknown,No,616
Yes,Yes,No,No,No,No,No,No,No,617
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,618
Yes,No,Fiber optic,Yes,No,Unknown,No,Unknown,No,619
Yes,Yes,Fiber optic,No,No,No,No,No,No,620
Yes,Yes,DSL,No,No,No,No,No,No,621
Yes,No,Fiber optic,No,No,No,No,No,No,622
Yes,Yes,No,No,No,No,No,No,No,623
Yes,No,No,No,No,No,No,No,No,624
Yes,Yes,Fiber optic,No,No,Unknown,No,No,No,625
Yes,No,No,No,No,No,No,No,No,626
Yes,No,Fiber optic,Yes,No,No,No,No,No,627
Yes,No,No,No,No,No,No,No,No,628
Yes,Yes,Fiber optic,No,No,Unknown,No,Yes,No,629
No,Yes,DSL,No,Unknown,No,No,No,No,630
Yes,No,No,No,No,No,No,No,No,631
Yes,No,DSL,No,No,No,No,Unknown,No,632
Yes,No,DSL,No,No,No,No,No,No,633
Yes,Unknown,Fiber optic,No,No,No,No,No,No,634
Yes,No,No,No,No,No,No,No,No,635
Yes,No,Fiber optic,No,No,Yes,No,No,No,636
Yes,Yes,No,No,No,No,No,No,No,637
No,No,Fiber optic,No,No,No,Unknown,No,No,638
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,639
Yes,No,Fiber optic,No,No,Yes,No,Yes,No,640
Yes,Yes,No,No,No,No,No,No,No,641
Yes,No,Fiber optic,No,No,Yes,No,No,Yes,642
No,No,No,No,No,No,No,No,No,643
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,644
Yes,Yes,DSL,No,Yes,No,No,Yes,No,645
Yes,Yes,No,No,No,No,No,No,No,646
Yes,Yes,No,No,No,No,No,No,No,647
Yes,Yes,No,No,No,No,No,No,No,648
Yes,Yes,DSL,No,No,No,No,No,No,649
Yes,Unknown,Fiber optic,Unknown,No,No,Unknown,No,No,650
Yes,No,Fiber optic,Yes,No,No,No,No,Yes,651
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,652
Yes,No,Fiber optic,No,Yes,No,No,No,No,653
Yes,Unknown,Fiber optic,No,No,No,No,Yes,No,654
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,655
Yes,No,DSL,No,No,No,No,No,No,656
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,657
Yes,Yes,Fiber optic,No,No,No,Unknown,No,No,658
Yes,No,No,No,No,No,No,No,No,659
Yes,Yes,Fiber optic,No,No,No,No,No,No,660
Yes,No,DSL,No,No,No,Yes,No,Yes,661
Yes,No,Fiber optic,No,Unknown,Yes,No,Yes,Yes,662
Yes,No,Fiber optic,Unknown,No,No,No,No,Unknown,663
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,664
Yes,No,Fiber optic,No,Unknown,No,No,No,No,665
Yes,Yes,No,No,No,No,No,No,No,666
No,No,Fiber optic,Yes,No,No,No,No,No,667
Yes,No,Fiber optic,No,No,Yes,Unknown,No,No,668
Yes,No,No,No,No,No,No,No,No,669
Yes,No,No,No,No,No,No,No,No,670
Yes,No,DSL,Yes,No,No,No,Yes,Yes,671
Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,672
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,673
Yes,Yes,Fiber optic,No,No,No,No,No,No,674
Yes,Yes,No,No,No,No,No,No,No,675
No,No,Fiber optic,No,Yes,Yes,No,No,Yes,676
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,677
Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,678
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,679
Yes,No,Fiber optic,No,Unknown,No,Yes,No,Yes,680
Yes,Yes,DSL,No,No,No,Yes,No,No,681
Yes,No,DSL,Yes,No,No,No,No,No,682
Yes,No,Fiber optic,Yes,Yes,No,No,No,No,683
Yes,No,No,No,No,No,No,No,No,684
Yes,No,Fiber optic,No,No,No,No,Yes,No,685
Yes,Yes,Fiber optic,No,No,No,No,No,No,686
No,No,Fiber optic,No,No,No,No,No,No,687
Yes,No,Fiber optic,No,No,No,Yes,No,No,688
Yes,Yes,Fiber optic,No,No,No,Yes,Unknown,Yes,689
Yes,Yes,No,No,No,No,No,No,No,690
Yes,Yes,No,No,No,No,No,No,No,691
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,692
Yes,No,No,No,No,No,No,No,No,693
Yes,No,DSL,Yes,No,No,No,No,Yes,694
Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,695
Yes,No,Fiber optic,No,No,No,Yes,No,Yes,696
Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,697
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,698
Yes,No,Fiber optic,No,No,No,No,No,No,699
No,No,Fiber optic,No,No,Unknown,No,No,No,700
Yes,Yes,DSL,No,No,No,No,No,No,701
Yes,Yes,Fiber optic,No,No,No,No,No,No,702
Yes,Unknown,Fiber optic,No,Unknown,Yes,Yes,Yes,No,703
Yes,Yes,DSL,No,No,No,No,Yes,Unknown,704
Yes,No,DSL,No,No,No,No,Yes,No,705
Yes,No,DSL,Unknown,No,No,No,No,No,706
Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,707
Yes,Yes,No,No,No,No,No,No,No,708
Yes,Yes,DSL,Yes,No,Unknown,No,No,No,709
Yes,No,No,No,No,No,No,No,No,710
Yes,Yes,Fiber optic,No,Unknown,No,Yes,Unknown,No,711
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,712
Yes,Yes,Fiber optic,No,No,No,No,No,No,713
Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,714
Yes,No,Fiber optic,No,No,No,No,Yes,No,715
Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,716
Yes,Yes,Fiber optic,Unknown,Yes,No,No,No,Yes,717
No,No,Fiber optic,Yes,Yes,No,No,No,No,718
Yes,Yes,Fiber optic,Yes,Unknown,No,No,Yes,No,719
Yes,No,Fiber optic,No,No,Yes,Yes,No,No,720
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,721
No,No,Fiber optic,No,No,No,No,No,No,722
Yes,No,Fiber optic,No,No,No,No,No,No,723
Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,724
Yes,Unknown,Fiber optic,Unknown,No,Yes,No,No,No,725
Yes,Yes,Fiber optic,No,Unknown,Yes,No,No,No,726
No,No,Fiber optic,No,No,No,No,No,Yes,727
Yes,No,Fiber optic,Yes,No,No,No,No,No,728
Yes,Yes,No,No,No,No,No,No,No,729
Yes,Yes,No,No,No,No,No,No,No,730
Yes,Yes,DSL,No,No,Yes,No,No,Yes,731
Yes,Yes,Fiber optic,Unknown,Unknown,No,No,No,No,732
No,No,Fiber optic,No,No,No,No,Unknown,No,733
Yes,No,DSL,No,No,No,No,No,Yes,734
Yes,Yes,DSL,No,Yes,No,No,Yes,No,735
Yes,No,Fiber optic,Yes,No,No,No,No,No,736
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,737
Yes,No,Fiber optic,No,No,No,No,No,Unknown,738
Yes,No,Fiber optic,Unknown,No,Yes,No,No,No,739
No,No,Fiber optic,Yes,Yes,Yes,No,No,No,740
Yes,Unknown,No,No,No,No,No,No,No,741
Yes,Yes,No,No,No,No,No,No,No,742
No,No,Fiber optic,No,No,No,No,No,No,743
Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,744
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,745
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,746
Yes,No,Fiber optic,No,No,No,No,No,No,747
Yes,No,No,No,No,No,No,No,No,748
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,749
Yes,No,Fiber optic,No,Unknown,No,No,No,Unknown,750
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,751
Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,752
Yes,Yes,DSL,No,Yes,Yes,No,No,No,753
Yes,No,Fiber optic,Yes,No,No,No,No,No,754
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,755
Yes,No,DSL,Yes,Unknown,No,Unknown,Yes,No,756
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,757
Yes,Yes,Fiber optic,No,No,Unknown,Unknown,No,Yes,758
No,No,Fiber optic,No,No,Yes,No,Yes,No,759
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,760
Yes,Yes,No,No,No,No,No,No,No,761
No,No,Fiber optic,No,No,No,No,No,No,762
Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,763
Yes,No,Fiber optic,No,No,No,Yes,No,No,764
Yes,No,No,No,No,No,No,No,No,765
Yes,No,DSL,No,Yes,Yes,No,No,No,766
Yes,Yes,DSL,Yes,No,No,No,No,No,767
Yes,Yes,Fiber optic,No,No,No,No,No,No,768
Yes,No,No,No,No,No,No,No,No,769
Yes,Yes,No,No,No,No,No,No,No,770
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,771
Yes,Yes,DSL,No,No,No,No,No,No,772
Yes,Yes,Fiber optic,No,No,No,No,No,No,773
Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,774
Yes,No,DSL,No,No,No,No,Yes,No,775
No,No,Fiber optic,No,No,No,No,No,No,776
Yes,Yes,Fiber optic,No,No,No,No,No,No,777
Yes,No,Fiber optic,No,Yes,No,No,No,No,778
Yes,No,DSL,No,No,Unknown,No,Unknown,No,779
Yes,No,DSL,No,No,No,No,No,Unknown,780
Yes,No,Fiber optic,No,Yes,Unknown,No,No,No,781
Yes,Yes,DSL,No,No,No,No,No,Yes,782
Yes,No,Fiber optic,Yes,No,No,No,No,No,783
Yes,Yes,Fiber optic,No,No,No,No,No,No,784
No,No,DSL,No,No,No,Yes,Yes,No,785
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,786
Yes,Unknown,Fiber optic,No,No,Yes,No,Yes,No,787
Yes,No,Fiber optic,No,Yes,No,No,No,No,788
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,789
Yes,No,No,No,No,No,No,No,No,790
Yes,Yes,No,No,No,No,No,No,No,791
Yes,Yes,Fiber optic,No,No,No,Unknown,No,No,792
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,793
Yes,Yes,Fiber optic,No,No,No,No,No,No,794
Yes,No,Fiber optic,No,No,No,No,No,No,795
Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,796
Yes,Yes,DSL,No,No,No,Yes,Yes,Unknown,797
Yes,No,Fiber optic,No,No,No,No,No,No,798
Yes,Yes,No,No,No,No,No,No,No,799
Yes,Yes,Fiber optic,No,Unknown,No,No,No,No,800
Yes,Yes,Fiber optic,No,No,No,No,No,Unknown,801
Yes,No,Fiber optic,No,No,No,No,No,No,802
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,803
No,No,Fiber optic,Yes,No,No,Unknown,No,No,804
Yes,No,Fiber optic,No,No,No,No,No,No,805
Yes,Yes,No,No,No,No,No,No,No,806
Yes,No,Fiber optic,Yes,Unknown,No,No,No,Yes,807
Yes,Yes,Fiber optic,No,No,Unknown,No,Yes,Yes,808
Yes,Yes,Fiber optic,No,No,Yes,Unknown,No,No,809
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,810
Yes,No,Fiber optic,No,No,No,No,No,No,811
No,No,Fiber optic,No,No,No,Unknown,No,No,812
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,813
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,814
Yes,Yes,No,No,No,No,No,No,No,815
No,No,Fiber optic,No,No,No,No,No,No,816
Yes,No,DSL,No,No,Unknown,No,Yes,No,817
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,818
Yes,Yes,Fiber optic,Yes,Yes,No,Unknown,No,No,819
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,820
Yes,Yes,DSL,No,No,No,Yes,Unknown,No,821
Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,822
Yes,No,DSL,Unknown,No,No,Unknown,No,No,823
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,824
Yes,Yes,No,No,No,No,No,No,No,825
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,826
Yes,No,Fiber optic,No,No,No,No,No,No,827
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,828
Yes,No,DSL,No,No,No,No,No,No,829
Yes,No,DSL,No,Yes,No,Yes,No,No,830
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,831
Yes,Yes,Fiber optic,No,No,No,No,No,No,832
Yes,No,Fiber optic,No,No,No,No,Yes,No,833
No,No,No,No,No,No,No,No,No,834
Yes,No,Fiber optic,No,No,No,No,No,No,835
Yes,Yes,Fiber optic,No,No,No,No,Unknown,No,836
Yes,No,No,No,No,No,No,No,No,837
Yes,No,Fiber optic,No,No,No,Yes,No,No,838
Yes,No,DSL,No,No,No,No,No,No,839
Yes,Yes,DSL,No,No,Unknown,No,No,No,840
Yes,No,No,No,No,No,No,No,No,841
Yes,No,DSL,No,Yes,No,Unknown,Yes,No,842
Yes,No,DSL,No,No,Yes,No,No,No,843
Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,844
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,845
Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,846
Yes,No,No,No,No,No,No,No,No,847
Yes,Yes,DSL,Yes,No,No,No,No,No,848
Yes,No,Fiber optic,No,No,No,No,No,Unknown,849
Yes,No,Fiber optic,No,No,No,Yes,Yes,No,850
Yes,Unknown,DSL,No,No,No,No,No,No,851
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,852
Yes,No,No,No,No,No,No,No,No,853
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,854
Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,855
Yes,Yes,DSL,No,No,No,Unknown,No,No,856
Yes,Yes,No,No,No,No,No,No,No,857
No,No,DSL,No,Yes,No,Yes,No,No,858
No,No,Fiber optic,No,No,No,No,No,No,859
Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,860
No,No,Fiber optic,No,No,No,No,No,Yes,861
Yes,Yes,DSL,No,No,Yes,Yes,No,Unknown,862
Yes,No,Fiber optic,No,Yes,Yes,No,Unknown,Yes,863
Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,864
Yes,Yes,Fiber optic,No,No,No,Unknown,No,No,865
Yes,No,Fiber optic,Yes,Unknown,Yes,No,No,No,866
Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,867
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,868
Yes,Yes,No,No,No,No,No,No,No,869
Yes,No,Fiber optic,Yes,No,Yes,No,No,No,870
Yes,No,No,No,No,No,No,No,No,871
No,No,Fiber optic,No,No,No,No,Unknown,No,872
Yes,Yes,Fiber optic,Unknown,No,No,No,No,No,873
Yes,No,Fiber optic,No,No,No,No,No,Yes,874
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,875
Yes,Yes,DSL,No,No,No,No,No,No,876
Yes,No,No,No,No,No,No,No,No,877
Yes,No,No,No,No,No,No,No,No,878
Yes,Yes,Fiber optic,No,No,Yes,No,Unknown,Unknown,879
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,880
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,881
No,No,No,No,No,No,No,No,No,882
Yes,Yes,Fiber optic,No,No,No,No,No,No,883
Yes,No,Fiber optic,Yes,No,No,No,No,No,884
Yes,Yes,No,No,No,No,No,No,No,885
Yes,Yes,DSL,Yes,No,Yes,No,No,No,886
Yes,Yes,DSL,No,No,No,Yes,No,No,887
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,888
No,No,No,No,No,No,No,No,No,889
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,890
Yes,No,DSL,No,No,Unknown,Yes,No,No,891
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,892
Yes,No,DSL,Unknown,No,No,Yes,No,No,893
Yes,No,DSL,No,No,No,No,No,Unknown,894
Yes,Yes,No,No,No,No,No,No,No,895
Yes,No,DSL,Yes,No,No,Yes,No,No,896
Yes,No,DSL,No,Yes,No,Yes,No,No,897
Yes,No,Fiber optic,Yes,Yes,No,No,No,No,898
Yes,Yes,Fiber optic,No,No,No,No,Yes,Unknown,899
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,900
Yes,No,Fiber optic,No,No,Unknown,Yes,No,No,901
Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,902
Yes,Yes,No,No,No,No,No,No,No,903
Yes,Unknown,Fiber optic,No,No,No,No,No,No,904
Yes,Yes,Fiber optic,No,No,No,No,Unknown,Yes,905
Yes,Yes,DSL,Yes,No,No,No,Unknown,No,906
Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,907
Yes,No,DSL,Yes,No,Unknown,No,No,No,908
Yes,No,Fiber optic,No,Yes,Yes,No,No,No,909
Yes,No,Fiber optic,No,No,No,Unknown,No,No,910
Yes,No,No,No,No,No,No,No,No,911
Yes,No,No,No,No,No,No,No,No,912
Yes,No,Fiber optic,No,No,No,No,No,No,913
Yes,Yes,No,No,No,No,No,No,No,914
Yes,No,Fiber optic,No,No,Yes,No,No,No,915
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,916
Yes,Yes,DSL,No,No,Yes,No,No,No,917
Yes,Yes,Fiber optic,No,No,No,No,No,No,918
Yes,Yes,DSL,No,No,No,No,Yes,No,919
Yes,Yes,No,No,No,No,No,No,No,920
Yes,No,DSL,Unknown,No,No,Yes,No,No,921
Yes,No,DSL,No,No,Yes,Unknown,No,No,922
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,923
Yes,No,Fiber optic,Yes,No,No,No,Unknown,No,924
Yes,Yes,No,No,No,No,No,No,No,925
Yes,No,Fiber optic,Yes,No,No,No,No,Yes,926
Yes,No,No,No,No,No,No,No,No,927
Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,928
Yes,No,Fiber optic,No,No,No,No,No,Yes,929
Yes,Yes,No,No,No,No,No,No,No,930
Yes,No,Fiber optic,No,Unknown,No,No,No,Yes,931
Yes,No,Fiber optic,No,No,No,No,No,No,932
No,No,No,No,No,No,No,No,No,933
Yes,Unknown,DSL,No,No,No,Yes,No,No,934
Yes,No,Fiber optic,No,Yes,No,No,No,No,935
Yes,Yes,DSL,No,No,Yes,No,No,No,936
Yes,No,No,No,No,No,No,No,No,937
No,No,Fiber optic,No,No,No,Yes,No,No,938
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,939
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,940
Yes,Yes,DSL,No,Yes,No,No,No,Yes,941
Yes,Unknown,Fiber optic,No,No,Yes,No,Yes,Yes,942
Yes,No,DSL,Yes,No,No,No,No,No,943
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Unknown,944
Yes,Unknown,Fiber optic,Yes,No,No,No,No,No,945
No,No,DSL,Yes,No,No,Yes,No,No,946
Yes,Yes,DSL,No,No,No,No,No,No,947
Yes,Yes,No,No,No,No,No,No,No,948
No,No,Fiber optic,No,No,No,No,No,No,949
Yes,No,No,No,No,No,No,No,No,950
Yes,Yes,DSL,No,No,No,No,No,No,951
Yes,No,Fiber optic,No,No,Yes,No,No,No,952
Yes,No,Fiber optic,No,No,No,Yes,No,Unknown,953
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,954
Yes,No,No,No,No,No,No,No,No,955
Yes,Yes,No,No,No,No,No,No,No,956
No,No,Fiber optic,No,No,No,No,No,No,957
Yes,No,No,No,No,No,No,No,No,958
Yes,No,DSL,No,Yes,No,No,Yes,Yes,959
