Contract,PaperlessBilling,PaymentMethod,contract_id
Monthly,No,Electronic check,807
Monthly,Yes,Unknown,808
One Year,Yes,Credit card (automatic),809
Monthly,Yes,Electronic check,810
Monthly,No,Credit card (automatic),811
One Year,Yes,Electronic check,812
One Year,Yes,Bank transfer (automatic),813
Two year,Yes,Credit card (automatic),814
Monthly,Yes,Electronic check,815
Monthly,No,Electronic check,816
Two year,No,Mailed check,817
Monthly,Yes,Electronic check,818
Monthly,Yes,Mailed check,819
Monthly,Yes,Credit card (automatic),820
Monthly,Yes,Electronic check,821
Monthly,Yes,Bank transfer (automatic),822
Monthly,Yes,Bank transfer (automatic),823
Monthly,Yes,Mailed check,824
Monthly,Yes,Mailed check,825
Two year,Yes,Mailed check,826
Monthly,No,Bank transfer (automatic),827
Two year,Yes,Electronic check,828
Monthly,Yes,Unknown,829
Monthly,Yes,Electronic check,830
Monthly,No,Credit card (automatic),831
Two year,No,Electronic check,832
Two year,Yes,Electronic check,833
Monthly,Yes,Electronic check,834
Monthly,Yes,Mailed check,835
One Year,No,Credit card (automatic),836
Monthly,No,Credit card (automatic),837
Monthly,Yes,Electronic check,838
One Year,No,Electronic check,839
One Year,Yes,Bank transfer (automatic),840
Monthly,No,Electronic check,841
Monthly,Yes,Bank transfer (automatic),842
Monthly,Yes,Electronic check,843
Monthly,Yes,Mailed check,844
Monthly,No,Bank transfer (automatic),845
Monthly,No,Credit card (automatic),846
Monthly,Yes,Electronic check,847
Monthly,Yes,Mailed check,848
Monthly,No,Mailed check,849
Monthly,No,Unknown,850
Monthly,Yes,Mailed check,851
Monthly,Yes,Electronic check,852
One Year,Yes,Bank transfer (automatic),853
One Year,Yes,Mailed check,854
Monthly,No,Electronic check,855
Monthly,No,Bank transfer (automatic),856
Monthly,No,Credit card (automatic),857
Monthly,No,Bank transfer (automatic),858
Two year,Yes,Mailed check,859
Monthly,No,Mailed check,860
Monthly,Yes,Electronic check,861
Monthly,Yes,Electronic check,862
Monthly,Yes,Electronic check,863
Two year,No,Mailed check,864
Monthly,Yes,Electronic check,865
Monthly,Yes,Electronic check,866
Two year,Yes,Electronic check,867
Monthly,No,Electronic check,868
One Year,Yes,Electronic check,869
Monthly,Yes,Mailed check,870
One Year,Yes,Credit card (automatic),871
Monthly,Yes,Bank transfer (automatic),872
One Year,No,Electronic check,873
Two year,No,Credit card (automatic),874
Monthly,No,Electronic check,875
Monthly,Yes,Mailed check,876
Two year,No,Credit card (automatic),877
Two year,No,Credit card (automatic),878
Monthly,No,Electronic check,879
Monthly,No,Electronic check,880
Monthly,Yes,Bank transfer (automatic),881
One Year,Yes,Unknown,882
One Year,Yes,Mailed check,883
Monthly,No,Electronic check,884
Monthly,Yes,Electronic check,885
Monthly,No,Electronic check,886
Two year,Yes,Bank transfer (automatic),887
Two year,Yes,Electronic check,888
One Year,Yes,Bank transfer (automatic),889
Monthly,Yes,Mailed check,890
Monthly,Yes,Electronic check,891
Monthly,Yes,Bank transfer (automatic),892
Monthly,Yes,Bank transfer (automatic),893
Monthly,No,Electronic check,894
Monthly,No,Bank transfer (automatic),895
Two year,No,Bank transfer (automatic),896
Monthly,Yes,Electronic check,897
One Year,No,Mailed check,898
Monthly,Yes,Credit card (automatic),899
One Year,No,Credit card (automatic),900
One Year,Yes,Credit card (automatic),901
One Year,Yes,Electronic check,902
One Year,Yes,Bank transfer (automatic),903
Monthly,No,Electronic check,904
Two year,Yes,Electronic check,905
Monthly,Yes,Bank transfer (automatic),906
Monthly,Yes,Electronic check,907
Two year,No,Electronic check,908
Monthly,Yes,Electronic check,909
Monthly,No,Bank transfer (automatic),910
One Year,Yes,Credit card (automatic),911
Monthly,No,Electronic check,912
Monthly,Yes,Credit card (automatic),913
One Year,No,Mailed check,914
Monthly,Yes,Mailed check,915
One Year,Yes,Mailed check,916
One Year,No,Mailed check,917
Two year,Yes,Credit card (automatic),918
Two year,Yes,Bank transfer (automatic),919
Monthly,No,Credit card (automatic),920
Two year,No,Credit card (automatic),921
Monthly,No,Mailed check,922
Monthly,No,Credit card (automatic),923
Monthly,Yes,Electronic check,924
Two year,No,Unknown,925
One Year,No,Bank transfer (automatic),926
Monthly,Yes,Bank transfer (automatic),927
Monthly,Yes,Bank transfer (automatic),928
Monthly,Yes,Mailed check,929
Monthly,No,Electronic check,930
Two year,Yes,Electronic check,931
Monthly,Yes,Electronic check,932
Monthly,Yes,Bank transfer (automatic),933
One Year,Yes,Electronic check,934
One Year,Yes,Credit card (automatic),935
One Year,Yes,Credit card (automatic),936
Monthly,No,Electronic check,937
Monthly,No,Electronic check,938
Monthly,No,Electronic check,939
Two year,No,Mailed check,940
One Year,Yes,Credit card (automatic),941
One Year,Yes,Credit card (automatic),942
Monthly,No,Credit card (automatic),943
One Year,No,Mailed check,944
Two year,Yes,Electronic check,945
One Year,Yes,Bank transfer (automatic),946
Monthly,Yes,Electronic check,947
Two year,No,Electronic check,948
One Year,Yes,Electronic check,949
Monthly,No,Bank transfer (automatic),950
Two year,Yes,Bank transfer (automatic),951
Monthly,No,Electronic check,952
Monthly,Yes,Mailed check,953
Monthly,Yes,Bank transfer (automatic),954
Two year,No,Electronic check,955
Two year,Yes,Bank transfer (automatic),956
Monthly,Yes,Credit card (automatic),957
Two year,Yes,Credit card (automatic),958
Monthly,No,Electronic check,959
Monthly,No,Electronic check,960
Monthly,Yes,Unknown,961
Monthly,Yes,Electronic check,962
Monthly,No,Bank transfer (automatic),963
One Year,Yes,Electronic check,964
One Year,No,Electronic check,965
One Year,Yes,Mailed check,966
Monthly,Yes,Credit card (automatic),967
Monthly,No,Credit card (automatic),968
Monthly,Yes,Electronic check,969
One Year,No,Credit card (automatic),970
Monthly,Yes,Mailed check,971
One Year,Yes,Mailed check,972
Monthly,No,Electronic check,973
Monthly,Yes,Bank transfer (automatic),974
Monthly,No,Electronic check,975
One Year,Yes,Electronic check,976
Monthly,Yes,Mailed check,977
Two year,No,Electronic check,978
One Year,Yes,Bank transfer (automatic),979
One Year,No,Electronic check,980
Monthly,No,Credit card (automatic),981
Two year,Yes,Bank transfer (automatic),982
Monthly,Yes,Mailed check,983
Monthly,Yes,Bank transfer (automatic),984
Monthly,No,Electronic check,985
Monthly,Yes,Bank transfer (automatic),986
Monthly,No,Electronic check,987
Monthly,Yes,Mailed check,988
Monthly,No,Electronic check,989
Two year,No,Electronic check,990
Monthly,No,Credit card (automatic),991
Two year,Yes,Electronic check,992
Monthly,Yes,Mailed check,993
One Year,Yes,Unknown,994
Monthly,Yes,Mailed check,995
Two year,No,Electronic check,996
One Year,Yes,Bank transfer (automatic),997
Two year,Yes,Bank transfer (automatic),998
Monthly,No,Electronic check,999
Two year,Yes,Electronic check,1000
Two year,Yes,Mailed check,1001
Monthly,Yes,Mailed check,1002
Two year,No,Electronic check,1003
Monthly,No,Unknown,1004
One Year,Yes,Credit card (automatic),1005
Two year,Yes,Electronic check,1006
One Year,No,Credit card (automatic),1007
One Year,Yes,Electronic check,1008
Monthly,Yes,Mailed check,1009
Two year,Yes,Electronic check,1010
Two year,No,Mailed check,1011
Monthly,No,Bank transfer (automatic),1012
Monthly,No,Mailed check,1013
Two year,No,Mailed check,1014
One Year,Yes,Credit card (automatic),1015
Monthly,No,Mailed check,1016
Monthly,No,Credit card (automatic),1017
Monthly,No,Electronic check,1018
One Year,No,Electronic check,1019
Monthly,No,Credit card (automatic),1020
Monthly,No,Electronic check,1021
Monthly,No,Unknown,1022
One Year,No,Electronic check,1023
Monthly,Yes,Bank transfer (automatic),1024
Monthly,No,Electronic check,1025
Monthly,Yes,Bank transfer (automatic),1026
Monthly,No,Electronic check,1027
Two year,No,Bank transfer (automatic),1028
Two year,No,Electronic check,1029
Monthly,Yes,Electronic check,1030
Monthly,Yes,Electronic check,1031
Monthly,Yes,Electronic check,1032
Monthly,No,Bank transfer (automatic),1033
Monthly,Yes,Bank transfer (automatic),1034
Monthly,No,Mailed check,1035
Monthly,Yes,Bank transfer (automatic),1036
Monthly,Yes,Mailed check,1037
Two year,No,Electronic check,1038
One Year,Yes,Electronic check,1039
Monthly,Yes,Unknown,1040
Monthly,No,Credit card (automatic),1041
One Year,Yes,Unknown,1042
Monthly,Yes,Electronic check,1043
Monthly,No,Mailed check,1044
Two year,Yes,Mailed check,1045
One Year,Yes,Bank transfer (automatic),1046
Two year,Yes,Credit card (automatic),1047
Monthly,Yes,Electronic check,1048
One Year,Yes,Credit card (automatic),1049
Monthly,No,Mailed check,1050
Monthly,Yes,Credit card (automatic),1051
Monthly,No,Bank transfer (automatic),1052
Monthly,Yes,Unknown,1053
Monthly,Yes,Bank transfer (automatic),1054
Monthly,No,Unknown,1055
Monthly,No,Electronic check,1056
Monthly,Yes,Bank transfer (automatic),1057
Monthly,No,Electronic check,1058
One Year,Yes,Mailed check,1059
Monthly,No,Electronic check,1060
One Year,Yes,Electronic check,1061
Monthly,Yes,Bank transfer (automatic),1062
Monthly,No,Bank transfer (automatic),1063
Monthly,No,Electronic check,1064
Monthly,Yes,Electronic check,1065
Two year,No,Electronic check,1066
Monthly,Yes,Electronic check,1067
Two year,Yes,Credit card (automatic),1068
Monthly,No,Credit card (automatic),1069
Two year,No,Electronic check,1070
Monthly,No,Bank transfer (automatic),1071
Monthly,Yes,Bank transfer (automatic),1072
Monthly,No,Bank transfer (automatic),1073
Monthly,No,Mailed check,1074
One Year,Yes,Unknown,1075
Monthly,No,Bank transfer (automatic),1076
One Year,Yes,Unknown,1077
Monthly,Yes,Mailed check,1078
Monthly,No,Bank transfer (automatic),1079
Monthly,Yes,Mailed check,1080
One Year,Yes,Electronic check,1081
Two year,Yes,Mailed check,1082
Monthly,Yes,Electronic check,1083
One Year,No,Bank transfer (automatic),1084
Two year,Yes,Bank transfer (automatic),1085
Two year,No,Bank transfer (automatic),1086
Monthly,Yes,Credit card (automatic),1087
Monthly,Yes,Bank transfer (automatic),1088
Monthly,Yes,Unknown,1089
Monthly,No,Bank transfer (automatic),1090
Monthly,Yes,Electronic check,1091
Monthly,No,Electronic check,1092
Monthly,Yes,Bank transfer (automatic),1093
Monthly,Yes,Credit card (automatic),1094
Monthly,Yes,Electronic check,1095
Monthly,Yes,Electronic check,1096
Monthly,No,Mailed check,1097
One Year,No,Credit card (automatic),1098
Two year,Yes,Mailed check,1099
Monthly,No,Electronic check,1100
Two year,No,Bank transfer (automatic),1101
One Year,Yes,Mailed check,1102
One Year,No,Electronic check,1103
One Year,No,Credit card (automatic),1104
One Year,Yes,Electronic check,1105
Monthly,Yes,Electronic check,1106
Monthly,Yes,Electronic check,1107
Monthly,No,Electronic check,1108
Monthly,Yes,Mailed check,1109
One Year,Yes,Mailed check,1110
One Year,No,Mailed check,1111
Monthly,Yes,Electronic check,1112
Monthly,No,Mailed check,1113
Monthly,No,Electronic check,1114
Monthly,No,Bank transfer (automatic),1115
Monthly,No,Electronic check,1116
Two year,Yes,Bank transfer (automatic),1117
Monthly,No,Electronic check,1118
Monthly,No,Mailed check,1119
Monthly,No,Unknown,1120
One Year,Yes,Electronic check,1121
Two year,No,Electronic check,1122
Monthly,Yes,Electronic check,1123
Monthly,Yes,Electronic check,1124
One Year,No,Electronic check,1125
Monthly,Yes,Bank transfer (automatic),1126
Monthly,Yes,Unknown,1127
One Year,No,Electronic check,1128
Monthly,Yes,Mailed check,1129
Monthly,No,Electronic check,1130
Monthly,No,Mailed check,1131
Monthly,Yes,Mailed check,1132
Monthly,Yes,Electronic check,1133
Monthly,No,Credit card (automatic),1134
One Year,Yes,Mailed check,1135
One Year,Yes,Bank transfer (automatic),1136
Monthly,No,Mailed check,1137
Monthly,Yes,Electronic check,1138
Monthly,Yes,Electronic check,1139
Monthly,Yes,Electronic check,1140
Two year,Yes,Bank transfer (automatic),1141
Monthly,Yes,Bank transfer (automatic),1142
Monthly,No,Unknown,1143
One Year,No,Electronic check,1144
Monthly,Yes,Electronic check,1145
One Year,Yes,Electronic check,1146
Monthly,No,Unknown,1147
Two year,Yes,Credit card (automatic),1148
Monthly,Yes,Bank transfer (automatic),1149
Monthly,Yes,Mailed check,1150
Monthly,Yes,Unknown,1151
Monthly,Yes,Mailed check,1152
Monthly,Yes,Credit card (automatic),1153
One Year,Yes,Credit card (automatic),1154
Monthly,Yes,Bank transfer (automatic),1155
Monthly,No,Electronic check,1156
Monthly,Yes,Bank transfer (automatic),1157
Monthly,No,Credit card (automatic),1158
Monthly,Yes,Mailed check,1159
Two year,No,Mailed check,1160
Monthly,Yes,Unknown,1161
Monthly,No,Electronic check,1162
One Year,Yes,Electronic check,1163
Monthly,Yes,Bank transfer (automatic),1164
One Year,Yes,Credit card (automatic),1165
Monthly,No,Credit card (automatic),1166
Monthly,Yes,Bank transfer (automatic),1167
One Year,Yes,Electronic check,1168
Monthly,No,Electronic check,1169
Two year,Yes,Electronic check,1170
Two year,No,Unknown,1171
Two year,No,Mailed check,1172
Monthly,No,Mailed check,1173
One Year,No,Credit card (automatic),1174
One Year,Yes,Unknown,1175
Monthly,Yes,Credit card (automatic),1176
One Year,Yes,Credit card (automatic),1177
Monthly,Yes,Bank transfer (automatic),1178
Monthly,Yes,Bank transfer (automatic),1179
Monthly,Yes,Bank transfer (automatic),1180
Monthly,Yes,Electronic check,1181
One Year,Yes,Electronic check,1182
Two year,Yes,Unknown,1183
One Year,No,Bank transfer (automatic),1184
Monthly,Yes,Electronic check,1185
Monthly,Yes,Unknown,1186
One Year,Yes,Electronic check,1187
Monthly,Yes,Bank transfer (automatic),1188
Monthly,No,Credit card (automatic),1189
Monthly,Yes,Mailed check,1190
Monthly,Yes,Mailed check,1191
Monthly,Yes,Electronic check,1192
Monthly,Yes,Bank transfer (automatic),1193
Two year,No,Bank transfer (automatic),1194
Monthly,Yes,Mailed check,1195
Monthly,No,Electronic check,1196
Two year,Yes,Bank transfer (automatic),1197
Monthly,No,Electronic check,1198
Monthly,No,Electronic check,1199
Monthly,Yes,Electronic check,1200
Two year,No,Electronic check,1201
Monthly,Yes,Electronic check,1202
Monthly,No,Electronic check,1203
Monthly,Yes,Bank transfer (automatic),1204
Monthly,No,Bank transfer (automatic),1205
Two year,Yes,Electronic check,1206
Monthly,Yes,Unknown,1207
Two year,Yes,Credit card (automatic),1208
Monthly,Yes,Bank transfer (automatic),1209
Monthly,No,Electronic check,1210
Monthly,No,Mailed check,1211
One Year,Yes,Credit card (automatic),1212
Two year,No,Mailed check,1213
Two year,Yes,Mailed check,1214
Monthly,Yes,Electronic check,1215
Monthly,Yes,Electronic check,1216
One Year,No,Bank transfer (automatic),1217
Two year,No,Electronic check,1218
One Year,No,Electronic check,1219
Monthly,Yes,Electronic check,1220
Monthly,No,Electronic check,1221
Two year,Yes,Bank transfer (automatic),1222
Monthly,No,Mailed check,1223
One Year,No,Mailed check,1224
Two year,No,BANK TRANSFER,1225
Two year,No,Mailed check,1226
One Year,No,Electronic check,1227
Two year,Yes,Electronic check,1228
One Year,Yes,Electronic check,1229
Monthly,Yes,Mailed check,1230
Two year,Yes,Electronic check,1231
Monthly,Yes,Credit card (automatic),1232
Two year,No,Credit card (automatic),1233
Monthly,Yes,Bank transfer (automatic),1234
Monthly,Yes,Bank transfer (automatic),1235
Two year,Yes,Credit card (automatic),1236
Two year,Yes,Bank transfer (automatic),1237
Monthly,Yes,Electronic check,1238
Two year,Yes,Bank transfer (automatic),1239
Two year,Yes,Electronic check,1240
Monthly,Yes,Credit card (automatic),1241
One Year,No,Bank transfer (automatic),1242
Two year,Yes,Bank transfer (automatic),1243
One Year,No,Bank transfer (automatic),1244
Monthly,Yes,Mailed check,1245
Two year,Yes,Electronic check,1246
Monthly,Yes,Credit card (automatic),1247
One Year,Yes,Electronic check,1248
Monthly,No,Bank transfer (automatic),1249
Two year,No,Bank transfer (automatic),1250
Monthly,No,Electronic check,1251
Monthly,No,Electronic check,1252
One Year,No,Unknown,1253
Monthly,No,Electronic check,1254
Monthly,No,Bank transfer (automatic),1255
Monthly,No,Unknown,1256
Two year,Yes,Credit card (automatic),1257
Monthly,No,Electronic check,1258
Monthly,Yes,Mailed check,1259
Two year,Yes,Mailed check,1260
Monthly,Yes,Bank transfer (automatic),1261
Monthly,Yes,Electronic check,1262
Two year,No,Electronic check,1263
One Year,Yes,Credit card (automatic),1264
One Year,No,Electronic check,1265
Monthly,No,Credit card (automatic),1266
Monthly,No,Electronic check,1267
Monthly,No,BANK TRANSFER,1268
One Year,No,Bank transfer (automatic),1269
Monthly,Yes,Bank transfer (automatic),1270
Monthly,Yes,Bank transfer (automatic),1271
Monthly,No,Electronic check,1272
Monthly,Yes,Unknown,1273
One Year,No,Bank transfer (automatic),1274
Monthly,No,Mailed check,1275
One Year,Yes,Bank transfer (automatic),1276
Monthly,Yes,Unknown,1277
Two year,Yes,Bank transfer (automatic),1278
One Year,No,Mailed check,1279
Two year,No,Credit card (automatic),1280
Monthly,No,Electronic check,1281
Monthly,Yes,Credit card (automatic),1282
Monthly,Yes,Electronic check,1283
Two year,Yes,Credit card (automatic),1284
Monthly,Yes,Electronic check,1285
Two year,Yes,Unknown,1286
